Accession	Name	Description	ID	CARD Short Name
ARO:3004038	Pseudomonas aeruginosa emrE	EmrE is a small multidrug transporter that functions as a homodimer and that couples the efflux of small polyaromatic cations from the cell with the import of protons down an electrochemical gradient. Confers resistance to tetraphenylphosphonium, methyl viologen, gentamicin, kanamycin, and neomycin.	41082	Paer_emrE
ARO:3004039	Escherichia coli emrE	Member of the small MDR (multidrug resistance) family of transporters; in Escherichia coli this protein provides resistance against a number of positively charged compounds including ethidium bromide and erythromycin; proton-dependent secondary transporter which exchanges protons for compound translocation.	41083	Ecol_emrE
ARO:3004041	Klebsiella pneumoniae acrA	AcrA is a subunit of the AcrAB multidrug efflux system that in K. pneumoniae, which is encoded by the acrRAB operon.	41088	Kpne_acrA
ARO:3004042	Enterobacter cloacae acrA	AcrA is a subunit of the AcrAB-TolC multidrug efflux system in E. cloacae.	41089	Eclo_acrA
ARO:3004043	Escherichia coli acrA	AcrA is a subunit of the AcrAB-TolC multidrug efflux system that in E. coli.	41090	Ecol_acrA
ARO:3004045	Escherichia coli fabI mutations conferring resistance to isoniazid and triclosan	fabI is a enoyl-acyl carrier reductase used in lipid metabolism and fatty acid biosynthesis. The bacterial biocide Triclosan blocks the final reduction step in fatty acid elongation, inhibiting biosynthesis. Point mutations in fabI can confer resistance to Triclosan and Isoniazid.	41097	Ecol_fabI_MULT
ARO:3004047	kdpD	kdpD is a component of the two-component regulatory system, kdpDE. This system is involved in potassium transport and homeostasis, and has been implicated in virulence factor regulation along with kdpE.	41099	kdpD
ARO:3004048	MexAB-OprM with prematurely terminated MexR conferring resistance to meropenem and ciprofloxacin	MexAB-OprM efflux pump system with a prematurely terminated MexR confers resistance to meropenem and ciprofloxacin.	41113	Paer_tMexR_MULT
ARO:3004049	Escherichia coli fabG mutations conferring resistance to triclosan	fabG is a 3-oxoacyl-acyl carrier protein reductase involved in lipid metabolism and fatty acid biosynthesis.The bacterial biocide Triclosan blocks the final reduction step in fatty acid elongation, inhibiting biosynthesis. Point mutations in fabG can confer resistance to Triclosan.	41114	Ecol_fabG_TRC
ARO:3004051	MexAB-OprM with NalC mutations conferring resistance to aztreonam	MexAB-OprM efflux pump system with NalC mutations conferring resistance to aztreonam. While efflux gene hyperexpression typically results from mutations in the linked mexR repressor gene, it also occurs independently of mexR mutations in so-called nalC mutants that demonstrate more modest mexAB-oprM expression and, thus, more modest multidrug resistance than do mexR strains.	41116	Paer_NalC_ATM
ARO:3004052	MexAB-OprM with NalD mutations conferring resistance to multiple antibiotics	MexAB-OprM efflux pump system with a NalD mutation conferring resistance to multiple antibiotics. This NalD mutation was found in multidrug-resistant clinical strains lacking mutations in MexR or NalC.	41117	Paer_NalD_MULT
ARO:3004053	MexAB-OprM with CpxR regulator conferring resistance to ciprofloxacin, ceftazidime, and aztreonam	CpxR is directly involved in activation of expression of RND efflux pump MexAB-OprM in P. aeruginosa. CpxR is required to enhance mexAB-oprM expression and drug resistance, in the absence of repressor MexR.	41118	Paer_CpxR_MULT
ARO:3004054	Pseudomonas aeruginosa CpxR	CpxR is directly involved in activation of expression of RND efflux pump MexAB-OprM in P. aeruginosa. CpxR is required to enhance mexAB-oprM expression and drug resistance, in the absence of repressor MexR.	41119	Paer_CpxR
ARO:3004055	Escherichia coli CpxR	The Escherichia coli CpxR/CpxA system responds to general periplasmic stress and has been used as a model two-component system for transcription regulation in bacteria. CpxR/CpxA system facilitates Salmonella and E. coli resistance to cationic antimicrobial peptides.The CpxR/CpxA system can activate transcription of marRAB operon, thus facilitating multidrug-resistant regulator to enhance expression of TolC-dependent tripartite multidrug transporters.	41120	Ecol_CpxR
ARO:3004056	ArmR	ArmR, a 53-amino-acid antirepressor, allosterically inhibits MexR dimer-DNA binding by occupying a hydrophobic binding cavity within the center of the MexR dimer. ArmR up-regulation and MexR-ArmR complex formation have previously been shown to upregulate MexAB-OprM.	41121	ArmR
ARO:3004058	Staphylococcus aureus 23S rRNA with mutation conferring resistance to linezolid	Point mutations in the 23S rRNA subunit of the large ribosomal bacterial subunit in Staphylococcus aureus, which confer resistance to linezolid by disrupting antibiotic target binding.	41124	Saur_23S_LZD
ARO:3004059	Type A NfxB	Type A NfxB mutants are four to eight times more resistant to ofloxacin, erythromycin, and new zwitterionic cephems, i.e., cefpirome, cefclidin, cefozopran, and cefoselis, than the parent strain, PAO1. nfxB corresponds to 2 loci in Pseudomonas aeruginosa PAO1 (gene name: esrC/nfxB) and 2 loci in Pseudomonas aeruginosa LESB58 (gene name: nfxB).	41125	Type_A_NfxB
ARO:3004060	Type B NfxB	Type B NfxB mutants are more resistant to tetracycline and chloramphenicol, as well as ofloxacin, erythromycin, and the new zwitterionic cephems, than was PAO1, and they are four to eight times more susceptible to carbenicillin, sulbenicillin, imipenem, panipenem, biapenem, moxalactam, aztreonam, gentamicin, and kanamycin than PAO1. The mutation at the 46th amino acid position is sufficient for overproduction of OprJ and the multidrug resistance. nfxB corresponds to 2 loci in Pseudomonas aeruginosa PAO1 (gene name: esrC/nfxB) and 2 loci in Pseudomonas aeruginosa LESB58 (gene name: nfxB).	41127	Type_B_NfxB
ARO:3004061	MexCD-OprJ with type A NfxB mutation	MexCD–OprJ with type A NfxB phenotype are four to eight times more resistant to ofloxacin, erythromycin, and new zwitterionic cephems, i.e., cefpirome, cefclidin, cefozopran, and cefoselis, than the parent strain, PAO1.	41128	Paer_NfxBa_MULT
ARO:3004062	MexCD-OprJ with type B NfxB mutation	MexCD-OprJ with Type B NfxB mutions are more resistant to tetracycline and chloramphenicol, as well as ofloxacin, erythromycin, and the new zwitterionic cephems, than was PAO1, and they are four to eight times more susceptible to carbenicillin, sulbenicillin, imipenem, panipenem, biapenem, moxalactam, aztreonam, gentamicin, and kanamycin than PAO1.	41129	Paer_NfxBb_MULT
ARO:3004063	EdeQ	EdeQ is an N-acetyltransferase enzyme that confers high-level self-resistance to edeine in Brevibacillus brevis, a natural edeine producer. EdeQ converts active edeine to N-acetyledeine, which is ineffective in vivo.	41130	EdeQ
ARO:3004066	MexEF-OprN with MexT mutation conferring resistance to chloramphenicol, ciprofloxacin, and trimethoprim	The MexEF–OprN efflux pump in P. aeruginosa is overexpressed with MexT mutation conferring resistance to chloramphenicol and ciprofloxacin.	41142	Paer_MexT_MULT
ARO:3004068	MexEF-OprN with MexS mutations conferring resistance to chloramphenicol, ciprofloxacin, and trimethoprim	The MexEF–OprN efflux pump with MexS mutations conferring resistance to chloramphenicol and ciprofloxacin. The model includes the MexT regulator, as MexS is suggested to inactivate MexT.	41145	Paer_MexS_MULT
ARO:3004069	MvaT	MvaT, a global regulator of virulence genes in P. aeruginosa, has also shown to be able to repress the expression of the MexEF-OprN pump.	41146	MvaT
ARO:3004070	MexEF-OprN with MvaT deletion conferring resistance to chloramphenicol and norfloxacin	A deletion of MvaT results in the overexpression of MexEF-OprN conferring resistance to chloramphenicol and norfloxacin.	41147	Paer_MvaT_MULT
ARO:3004072	OpmB	OpmB is an outer membrane efflux protein in Pseudomonas aeruginosa that shows functional cooperation with MuxABC, to form the efflux pump system MuxABC-OpmB.	41154	OpmB
ARO:3004073	MuxA	MuxA is a membrane fusion protein component of the efflux pump system MuxABC-OpmB in Pseudomonas aeruginosa.	41155	MuxA
ARO:3004074	MuxB	MuxB is one of the two necessary RND components in the Pseudomonas aeruginosa efflux pump system MuxABC-OpmB.	41156	MuxB
ARO:3004075	MuxC	MuxC is one of the two necessary RND components of the MuxABC-OpmB efflux pumps system in Pseudomonas aeruginosa.	41158	MuxC
ARO:3004076	MuxABC-OpmB	MuxABC-OpmB is an RND-type multidrug efflux pump in Pseudomonas aeruginosa. This efflux pump confers resistance to aztreonam, novobiocin, tetracycline, erythromycin, kitasamycin and rokitamycin.	41159	MuxABC-OpmB
ARO:3004077	PmpM	PmpM is a multidrug efflux pump belonging to the MATE family of Pseudomonas aeruginosa. PmpM is an H+ drug antiporter and is the first reported case of an H+ coupled efflux pump in the MATE family. PmpM confers resistance to fluoroquinolones, fradiomycin, benzalkonium chloride, chlorhexidine gluconate, ethidium bromide, tetraphenylphosphonium chloride (TPPCl), and rhodamine 6G.	41170	PmpM
ARO:3004080	MexAB-OprM with MexR mutations confers resistance to multiple antibiotics	MexAB-OprM efflux pump system with MexR mutations confers resistance to multiple antibiotics in P. aeruginosa.	41182	Paer_MexR_MULT
ARO:3004082	AcrAD-TolC	AcrAD-TolC efflux pump system in E. coli from the resistance-nodulation-division family, was shown to participate in the efflux of aminoglycosides.	41184	AcrAD-TolC
ARO:3004083	AcrEF-TolC confers resistance to ciprofloxacin	AcrEF-TolC efflux pump system of E. coli confers resistance to fluoroquinolones (ciprofloxacin).	41185	AcrEF_TolC_CIP
ARO:3004085	lnuG	lnuG is a transposon-mediated lincosamide nucleotidyltransferase found in Enterococcus faecalis on Tn6260.	41189	lnuG
ARO:3004086	APH(3')-VIIIb	APH(3')-VIIIb is an aminoglycoside phosphoryltransferase that acts on the 3-OH target of aminoglycosides found in Acinetobacter rudis.	41190	APH(3')-VIIIb
ARO:3004087	APH(3')-IXa	APH(3')-IXa is an aminoglycoside phosphoryltransferase that acts on the 3-OH target of aminoglycosides.	41192	APH(3')-IXa
ARO:3004089	ANT(3'')-IIa	ANT(3'')-IIa is a aminoglycoside nucleotidyltransferase identified in Acinetobacter spp. via horizontal gene transfer mechanisms.	41195	ANT(3'')-IIa
ARO:3004090	ANT(3'')-IIb	ANT(3'')-IIb is a aminoglycoside nucleotidyltransferase identified in Acinetobacter spp. via horizontal gene transfer mechanisms.	41196	ANT(3'')-IIb
ARO:3004091	ANT(3'')-IIc	ANT(3'')-IIc is a aminoglycoside nucleotidyltransferase identified in Acinetobacter spp. via horizontal gene transfer mechanisms.	41197	ANT(3'')-IIc
ARO:3004092	HMB-1	Shotgun cloning of beta-lactam resistant P. aeruginosa NRZ-03096 yielded a clone producing a novel subclass B1 enzyme with only 74.3% identity to the next nearest relative, KHM-1. The novel MBL was named HMB-1 (for Hamburg MBL). HMB-1 gene was chromosomally located as part of a Tn 3 family transposon that was named Tn 6345, where expression of bla HMB-1 in E. coli TOP10 led to increased resistance to beta-lactams.	41198	HMB-1
ARO:3004093	NDM-17	NDM-17 is a metallo-beta-lactamase isolated from Escherichia coli with enhanced carbapenemase activity compared to NDM-1.	41201	NDM-17
ARO:3004094	Erm(48)	Erm(48) is a macrolide-lincosamide-streptogramin resistance gene identified on resistance plasmid pJW2311.	41202	Erm(48)
ARO:3004097	Streptococcus mitis CdsA with mutation conferring daptomycin resistance	CdsA is a phosphatidate cytidylyltransferase which plays a role in the production of membrane phosphatidylglycerol and cardiolipin.	41205	Smit_CdsA_DAP
ARO:3004099	LpeA	LpeA is a subunit of the LpeAB efflux pump in Legionella pneumophila, which is homologous to AcrA in E. coli.	41207	LpeA
ARO:3004100	LpeB	LpeB is a subunit of the LpeAB efflux pump in Legionella pneumophila, which is homologous to AcrB in E. coli.	41209	LpeB
ARO:3004101	MdtNOP	MdtNOP is a MFS efflux pump protein found in E. coli. The deletion of mdtP from strain W3110 resulted in increased susceptibility to acriflavin, puromycin, and tetraphenylarsonium chloride. An E. coli mdtN null mutant is more sensitive to sulfur drugs than wild type.	41212	MdtNOP
ARO:3004102	kamB	Methyltransferase enzyme first described in Streptoalloteichus tenebrarius. Confers resistance to aminoglycoside antibiotics (esp. apramycin) through methylation of the 16S rRNA at A1408, thereby modifying the antibiotic target.	41213	kamB
ARO:3004103	QepA2	QepA2 is a plasmid-mediated quinolone resistance pump found in an Escherichia coli isolate from France.	41215	QepA2
ARO:3004105	TMB-1	TMB-1 is a TMB metallo-beta-lactamase found in Achromobacter sp.	41217	TMB-1
ARO:3004106	TMB-2	TMB-2 is a TMB metallo-beta-lactamase found in Acinetobacter sp.	41218	TMB-2
ARO:3004107	Pseudomonas aeruginosa soxR	SoxR is a redox-sensitive transcriptional activator that induces expression of a small regulon that includes the RND efflux pump-encoding operon mexGHI-opmD. SoxR was shown to be activated by pyocyanin.	41228	Paer_soxR
ARO:3004108	Enterobacter cloacae rob	rob is a positive regulator for the acrAB efflux genes, and is structurally similar to SoxS and MarA.	41229	Eclo_rob
ARO:3004109	Escherichia coli rob	rob is a positive regulator for the acrAB efflux genes, and is structurally similar to SoxS and MarA.	41230	Ecol_rob
ARO:3004110	MCR-2.1	MCR-2 is a plasmid-borne phosphoethanolamine transferase that interferes with binding of colistin to the cell membrane via addition of phosphoethanolamine to lipid A, resulting in reduction of the negative charge of the cell membrane. Originally identified in a Belgian sample of Escherichia coli by Xavier et al, (2016).	41231	MCR-2.1
ARO:3004111	FosA6	FosA6 is a plasmid-encoded enzyme that confers resistance to fosfomycin in Escherichia coli by breaking the epoxide ring of the molecule.	41232	FosA6
ARO:3004113	FosA7	FosA7 is an enzyme that confers resistance to fosfomycin in Escherichia coli by breaking the epoxide ring of the molecule.	41234	FosA7
ARO:3004114	porin OmpC	In the presence of antibiotic stress, there is a coupled down-regulation of the porin OmpC with the OmpF.  Mutants both lacking both OmpC and OmpF proteins are resistant to cephaloridine and cefazolin. Analyses of genes involved in the increased resistance to tetracycline suggest that the up-regulation of efflux pump genes is accompanied by a decrease of OmpF and OmpC synthesis. Homologs of OmpC have been identified in Escherichia coli, Salmonella enterica, Klebsiella aerogenes and Serratia marcescens.	41238	porin_OmpC
